"","CNT","Gender","Mothereduc","HmwPC","Books","Cars","IMM","LEARNMINWEEK","ESCS","EMOSUPS","PV10MATH","PV10SCIE"
"6543","ITA",1,2,1,1,3,1,1650,7.5264,4.4814,578.665,532.325
"6544","ITA",0,2,1,1,3,1,1760,5.3605,2.7892,482.873,440.878
"6545","ITA",0,1,1,1,3,1,1600,6.596,3.4584,471.29,359.255
"6546","ITA",1,3,0,1,3,0,1600,4.5818,3.9497,401.389,402.108
"6547","ITA",0,3,1,1,3,1,1800,5.7684,2.3811,514.9,514.023
"6548","ITA",0,3,1,1,3,1,1400,5.7768,2.7892,646.132,652.321
"6549","ITA",1,3,1,1,3,1,1700,5.5559,4.4814,551.652,547.758
"6550","ITA",1,1,1,1,3,1,1400,7.6182,4.4814,557.357,514.425
"6551","ITA",1,1,1,1,4,1,1650,7.5683,4.4814,563.233,553.679
"6552","ITA",0,3,1,1,2,1,1920,4.3635,2.0579,379.137,404.321
"6553","ITA",1,1,1,1,4,1,1920,5.9208,4.4814,530.742,507.195
"6554","ITA",0,2,1,1,4,1,1800,5.7398,1.8644,557.703,573.252
"6555","ITA",1,3,1,0,4,1,1620,4.6796,4.4814,451.785,429.568
"6556","ITA",1,2,1,1,3,1,1650,5.1973,2.7892,460.27,429.22
"6557","ITA",0,1,1,1,3,1,1750,6.2262,4.4814,634.897,593.641
"6558","ITA",1,3,1,1,2,1,1800,6.2256,2.7892,481.648,532.676
"6559","ITA",0,3,1,1,2,1,1395,4.7009,4.4814,537.894,632.601
"6560","ITA",0,1,1,1,3,1,1800,6.9258,3.6595,588.242,476.505
"6561","ITA",1,2,1,0,3,1,1350,5.7024,4.087,437.253,521.204
"6562","ITA",1,3,1,0,2,0,1600,3.9904,2.7892,479.1,473.568
"6563","ITA",1,1,1,1,4,1,1620,5.2791,2.7892,645.613,617.934
"6564","ITA",0,1,1,0,3,1,1485,6.9245,2.7768,555.909,448.244
"6565","ITA",1,2,1,1,2,1,2040,5.0925,2.0529,474.984,514.768
"6566","ITA",1,3,1,0,3,1,1620,4.5318,4.4814,425.957,452.07
"6567","ITA",1,2,1,1,2,1,2600,5.6714,1.3617,558.916,472.925
"6568","ITA",0,1,0,1,4,1,1800,6.5154,2.0579,468.255,478.41
"6569","ITA",0,1,1,1,4,1,1870,5.2302,2.7892,581.427,550.573
"6570","ITA",0,2,1,1,4,1,3000,7.4006,1.8644,502.472,507.508
"6571","ITA",1,3,1,1,4,1,1760,5.2021,3.6637,697.035,694.242
"6572","ITA",0,1,1,1,4,1,1925,6.5515,3.8125,547.39,465.895
"6573","ITA",1,3,1,1,2,1,1920,5.4615,2.0554,556.86,453.072
"6574","ITA",0,3,1,1,2,1,1500,5.8884,3.9497,530.811,507.653
"6575","ITA",0,1,0,1,3,1,1860,6.2659,3.6595,495.216,512.035
"6576","ITA",1,1,1,1,3,1,1620,4.8894,1.8621,351.856,347.249
"6577","ITA",0,3,1,1,3,1,1800,5.852,2.5301,575.257,561.472
"6578","ITA",0,2,1,1,4,1,2015,5.5843,4.4814,510.076,453.25
"6579","ITA",0,2,1,0,4,1,2400,5.0508,3.809,482.444,394.01
"6580","ITA",1,1,1,1,4,1,1680,5.8608,2.8029,478.087,469.307
"6581","ITA",0,2,1,1,3,1,1430,7.2778,4.087,497.81,455.428
"6582","ITA",1,1,1,1,3,1,1740,5.7118,2.7892,422.887,448.33
"6583","ITA",0,1,1,1,2,1,1620,7.522,4.087,729.077,668.264
"6584","ITA",0,1,1,0,3,1,1250,6.1753,4.4814,513.133,435.726
"6585","ITA",1,1,1,1,4,1,1500,6.6612,4.4814,355.091,351.009
"6586","ITA",1,1,1,1,2,1,1540,5.5174,4.087,689.805,581.272
"6587","ITA",0,2,1,1,4,1,1850,6.194,4.4814,513.901,510.26
"6588","ITA",0,3,1,1,3,1,1650,4.6693,2.7892,658.07,627.428
"6589","ITA",0,2,1,0,3,1,1815,5.1086,2.7892,482.283,435.777
"6590","ITA",1,3,1,1,2,1,1540,5.372,2.0554,586.009,526.313
"6591","ITA",0,1,1,1,3,1,1650,5.3134,2.7892,692.229,659.464
"6592","ITA",1,3,1,1,3,1,1620,5.3496,2.7892,367.169,396.282
"6593","ITA",0,2,1,1,4,1,590,7.2103,1.3617,398.067,301.345
"6594","ITA",0,2,1,1,4,1,2160,6.214,3.6595,399.636,391.634
"6595","ITA",1,3,1,0,2,1,1800,4.2126,4.4814,489.625,400.966
"6596","ITA",0,1,1,1,3,1,1800,7.1956,3.6595,494.436,533.035
"6597","ITA",0,1,1,1,4,1,2000,6.0796,4.4814,510.515,471.509
"6598","ITA",0,1,1,1,2,1,1485,5.729,2.7892,492.66,543.425
"6599","ITA",0,1,0,0,2,1,1920,5.0213,1,560.999,473.596
"6600","ITA",0,2,1,1,2,1,1920,5.3809,4.4814,526.492,460.817
"6601","ITA",0,3,1,1,3,1,990,5.9245,3.9497,476.443,447.857
"6602","ITA",0,1,0,1,2,1,1705,4.7498,2.0529,499.531,494.453
"6603","ITA",0,2,1,0,4,1,2750,5.6753,1,448.065,437.971
"6604","ITA",1,1,1,1,2,1,1920,5.6468,4.4814,484.213,470.043
"6605","ITA",0,2,1,1,3,1,1485,6.7924,2.0529,582.806,539.18
"6606","ITA",1,2,1,0,3,1,1540,6.6638,4.0832,593.328,544.645
"6607","ITA",0,3,1,1,2,1,2100,5.9504,3.6595,378.097,404.413
"6608","ITA",0,1,1,1,4,1,1800,5.894,2.7892,366.092,380.745
"6609","ITA",1,1,1,1,3,1,1485,5.5162,2.2621,565.146,541.959
"6610","ITA",1,4,1,1,2,1,960,3.8487,2.7892,435.25,450.57
"6611","ITA",0,3,1,1,3,1,1485,5.1937,2.7892,605.059,618.928
"6612","ITA",1,3,1,0,3,1,1920,5.7076,2.7892,431.265,430.478
"6613","ITA",0,1,1,1,4,1,1620,6.7231,4.4814,470.75,430.255
"6614","ITA",0,1,1,1,2,1,1485,4.7348,2.3811,513.384,535.697
"6615","ITA",1,2,1,1,2,1,1020,5.2927,2.7892,320.38,339.433
"6616","ITA",1,3,1,1,3,1,2040,4.025,2.7892,507.28,457.073
"6617","ITA",0,3,1,1,4,1,1750,5.5171,3.809,635.782,553.176
"6618","ITA",0,1,1,0,2,1,1750,5.9207,2.1521,608.951,529.926
"6619","ITA",0,2,1,0,3,1,1375,6.3728,2.7892,392.147,415.351
"6620","ITA",0,1,1,1,3,1,1740,5.6788,2.7892,595.587,532.522
"6621","ITA",0,2,1,1,4,1,1760,5.4221,2.7892,433.146,421.915
"6622","ITA",1,1,1,1,3,1,1485,5.6362,3.9497,540.954,537.341
"6623","ITA",1,1,1,1,3,0,1920,6.5955,1.4781,477.939,415.882
"6624","ITA",1,1,1,1,4,1,1815,7.4779,4.4814,563.648,593.336
"6625","ITA",1,2,1,1,2,1,550,4.8901,2.7892,343.678,296.829
"6626","ITA",1,1,1,0,3,1,1485,6.3463,3.9497,547.997,555.125
"6627","ITA",1,3,1,1,2,1,1500,4.7184,2.7892,447.432,400.969
"6628","ITA",1,1,1,1,2,1,1485,6.3037,4.4814,611.298,519.508
"6629","ITA",1,1,1,1,3,1,1485,7.2393,4.4814,699.162,676.464
"6630","ITA",1,1,1,1,2,1,1850,5.4146,4.4814,523.408,570.607
"6631","ITA",1,1,1,1,4,1,1620,7.0107,4.4814,609.366,496.383
"6632","ITA",1,1,1,1,3,1,1600,6.3645,2.7892,580.462,458.368
"6633","ITA",1,1,0,1,4,1,1700,5.9886,2.0554,553.281,605.375
"6634","ITA",0,1,1,1,3,1,1760,6.0496,3.6595,521.183,457.221
"6635","ITA",1,3,1,1,4,1,1620,6.2631,2.7892,426.582,428.975
"6636","ITA",0,1,0,1,2,1,1595,6.4758,3.6637,576.623,584.093
"6637","ITA",0,3,1,1,4,0,2100,5.8466,3.9497,492.122,481.82
"6638","ITA",1,1,1,1,4,1,1600,5.0696,2.7892,612.751,542.228
"6639","ITA",1,2,1,1,3,1,2160,5.3943,2.1521,402.55,285.211
"6640","ITA",1,1,1,1,4,1,1650,6.144,4.4814,572.753,491.708
"6641","ITA",1,2,1,1,3,1,1750,5.8524,3.6595,605.413,599.93
"6642","ITA",0,1,1,1,3,1,1620,7.067,4.4814,544.244,561.497
"6643","ITA",1,3,1,1,3,1,1485,5.7012,3.6595,567.352,528.374
"6644","ITA",1,2,1,1,4,1,1920,6.4067,2.7892,481.573,531.483
"6645","ITA",1,1,1,1,3,1,1485,5.3084,4.0832,574.173,484.103
"6646","ITA",0,1,1,1,2,1,1920,6.0262,4.0832,424.56,361.397
"6647","ITA",1,1,1,1,3,1,1980,6.0748,4.4814,543.47,498.769
"6648","ITA",0,1,1,1,3,1,2500,5.5242,2.7892,591.287,588.373
"6649","ITA",0,3,1,0,2,1,2700,5.3064,3.9497,519.062,479.491
"6650","ITA",0,3,1,0,4,1,2100,5.1082,4.4814,435.492,488.721
"6651","ITA",1,5,1,1,2,1,2100,4.1725,1.9566,450.687,473.518
"6652","ITA",0,1,1,1,3,1,1815,6.3947,3.9497,642.05,540.599
"6653","ITA",0,1,1,1,3,1,1860,5.2069,4.4814,445.517,431.049
"6654","ITA",1,1,1,1,2,1,1120,4.8308,2.7892,369.249,368.541
"6655","ITA",1,2,1,1,3,1,1485,6.9453,2.7892,592.129,593.906
"6656","ITA",1,2,1,0,3,1,1400,5.1083,2.3744,650.567,635.56
"6657","ITA",1,2,1,0,3,0,1760,5.0865,2.7892,444.704,447.238
"6658","ITA",1,4,0,1,2,1,2080,4.4581,3.6637,329.373,370.344
"6659","ITA",1,1,1,1,2,1,1620,5.8155,2.7892,572.752,580.667
"6660","ITA",1,3,1,1,3,1,1080,4.5293,2.0579,427.741,332.788
"6661","ITA",1,2,1,1,4,1,1870,5.8631,3.6595,443.633,403.148
"6662","ITA",0,2,1,1,4,1,1860,7.9911,2.7892,613.894,602.595
"6663","ITA",1,2,0,1,4,1,1760,6.0204,3.6595,552.137,445.56
"6664","ITA",1,2,1,1,3,1,1265,7.4581,4.4814,545.003,561.158
"6665","ITA",0,2,1,0,2,1,1980,6.1016,2.7892,508.331,461.402
"6666","ITA",1,2,1,1,2,1,1650,5.6786,2.3777,331.881,387.755
"6667","ITA",1,3,1,1,3,1,3000,4.5535,2.7892,424.88,475.621
"6668","ITA",0,3,0,1,3,1,2040,4.6598,4.0832,470.785,507.846
"6669","ITA",1,1,1,1,3,1,1600,6.8638,4.4814,644.116,563.318
"6670","ITA",1,1,1,1,3,1,1760,5.8568,1,492.156,525.597
"6671","ITA",1,3,1,1,2,0,1440,4.9962,1.8644,481.104,469.612
"6672","ITA",1,1,1,1,2,1,1705,6.3729,4.4814,534.714,500.244
"6673","ITA",1,3,1,1,2,1,1620,5.2115,2.7892,473.822,399.637
"6674","ITA",0,3,1,1,4,1,1800,5.1254,2.7892,447.235,448.481
"6675","ITA",1,2,1,1,3,1,1870,7.0005,3.6637,482.758,406.136
"6676","ITA",1,2,1,1,3,0,1500,6.089,1,383.853,359.044
"6677","ITA",0,1,1,1,3,1,1980,7.527,3.9497,608.599,631.116
"6678","ITA",1,3,1,1,3,1,1920,5.5041,4.4814,600.489,570.767
"6679","ITA",1,2,1,1,4,1,1485,5.8842,4.4814,501.55,534.927
"6680","ITA",0,1,1,1,3,1,1800,7.2137,3.9497,610.763,558.176
"6681","ITA",0,3,1,1,2,1,1760,5.3726,2.7892,555.259,525.042
"6682","ITA",0,3,0,1,3,1,1440,4.6563,2.0554,380.88,417.921
"6683","ITA",0,3,0,0,3,1,2310,5.0247,2.0554,543.614,478.53
"6684","ITA",1,2,1,1,2,1,1870,6.0207,2.7892,591.113,501.041
"6685","ITA",1,1,0,1,3,1,1800,5.4159,3.6595,578.249,630.975
"6686","ITA",1,1,1,1,3,1,1800,4.9326,3.9497,385.328,415.384
"6687","ITA",1,1,1,1,2,1,2340,5.5045,1.8644,515.824,511.871
"6688","ITA",1,1,1,1,3,1,1870,5.9915,3.9497,541.339,530.925
"6689","ITA",1,1,1,1,3,1,300,6.7282,4.4814,483.737,357.75
"6690","ITA",1,3,0,1,3,1,2220,4.2408,4.4814,492.397,380.542
"6691","ITA",1,1,1,1,3,1,1620,6.5517,3.9497,435.469,396.367
"6692","ITA",0,3,1,1,3,1,2520,4.7709,4.4814,476.547,350.511
"6693","ITA",0,2,1,1,3,1,1760,6.8723,4.0832,486.325,462.575
"6694","ITA",1,3,1,1,3,1,2295,6.2566,4.4814,367.375,370.52
"6695","ITA",1,1,1,1,3,1,1800,5.7646,4.4814,362.644,437.598
"6696","ITA",0,1,1,1,3,1,1600,6.1296,2.2621,495.429,494.783
"6697","ITA",1,3,1,1,2,1,2220,4.6736,3.6595,410.831,389.124
"6698","ITA",0,1,1,0,3,1,1540,5.7425,2.7892,576.122,527.833
"6699","ITA",0,3,1,1,3,1,1920,5.6974,1.5819,579.818,552.122
"6700","ITA",0,3,1,1,3,1,1620,6.0451,3.6595,655.77,682.999
"6701","ITA",0,1,1,1,3,1,1620,6.53,4.0832,410.682,356.962
"6702","ITA",0,3,0,1,3,1,1920,4.3695,2.7892,399.873,335.721
"6703","ITA",0,1,1,1,3,1,1900,6.3781,3.6637,526.81,492.178
"6704","ITA",1,3,1,1,2,1,1750,5.5954,2.7892,514.437,535.667
"6705","ITA",0,1,1,1,2,1,1600,6.2429,4.4814,595.223,538.705
"6706","ITA",1,2,1,1,3,1,2175,7.2897,4.4814,616.074,619.379
"6707","ITA",1,3,0,1,2,1,1600,4.3431,4.4814,328.786,327.523
"6708","ITA",1,3,0,1,2,1,2160,4.3764,3.9497,401.684,415.273
"6709","ITA",1,3,1,1,2,0,1000,5.8064,1,382.967,359.982
"6710","ITA",1,1,0,1,4,1,1900,6.0922,2.7892,561.832,563.07
"6711","ITA",1,1,1,1,4,1,1485,6.8459,2.7892,572.213,548.238
"6712","ITA",1,2,1,1,3,1,2750,5.3794,2.7892,570.709,496.601
"6713","ITA",0,3,1,1,3,1,1960,6.5985,1.4781,433.999,354.593
"6714","ITA",0,1,1,1,2,1,1620,5.8551,2.2621,467.21,466.132
"6715","ITA",0,2,1,1,4,1,1350,6.5932,4.4814,604.131,540.817
"6716","ITA",0,1,1,1,3,1,1485,6.3224,3.809,558.177,455.317
"6717","ITA",0,3,1,1,3,1,1760,6.0647,4.4814,604.428,506.188
"6718","ITA",1,2,1,1,4,1,1700,6.0187,4.4814,586.55,539.172
"6719","ITA",1,1,1,0,3,1,1540,7.0619,2.3777,520.44,426.005
"6720","ITA",1,2,1,1,3,1,1485,6.8872,4.4814,482.966,547.216
"6721","ITA",1,3,1,1,4,1,1620,6.7015,3.9497,444.881,531.363
"6722","ITA",1,1,1,1,4,1,1755,5.7798,4.4814,392.845,411.123
"6723","ITA",0,1,1,1,4,1,1600,7.0896,2.7892,531.329,493.54
"6724","ITA",0,2,1,1,4,1,660,6.161,2.8029,414.954,347.516
"6725","ITA",1,1,1,1,3,1,1920,6.1339,2.0529,517.04,490.851
"6726","ITA",1,3,1,1,3,1,1815,5.6845,2.7892,391.907,427.35
"6727","ITA",0,3,1,1,2,1,2040,5.8369,3.6637,525.349,602.121
"6728","ITA",0,3,1,0,3,1,1920,4.8345,2.3777,427.854,396.361
"6729","ITA",0,1,1,1,3,1,3000,5.5893,2.7892,357.425,321.642
"6730","ITA",1,1,0,1,2,1,1870,6.0834,3.6637,480.348,521.813
"6731","ITA",0,3,1,1,2,1,2550,4.4563,2.7768,355.496,382.371
"6732","ITA",0,1,1,1,3,1,1800,5.9615,1.9542,548.589,593.351
"6733","ITA",0,1,1,1,3,1,1620,5.1146,4.4814,583.666,601.988
"6734","ITA",0,2,1,1,3,1,2160,7.006,2.7892,395.424,319.853
"6735","ITA",1,1,1,1,3,1,1620,5.1809,2.0554,436.655,507.549
"6736","ITA",0,2,1,1,2,1,1815,6.4778,4.0832,539.596,549.958
"6737","ITA",1,3,0,0,2,1,1920,4.4458,1.8644,376.155,397.882
"6738","ITA",1,1,1,1,3,1,1620,5.924,3.6637,526.097,508.948
"6739","ITA",0,1,1,1,4,1,2420,4.7313,2.7892,489.671,484.707
"6740","ITA",1,1,1,1,2,1,1485,6.096,4.4814,486.296,482.679
"6741","ITA",0,3,1,1,4,1,1850,5.1873,2.7892,570.577,503.805
"6742","ITA",0,1,1,1,2,1,1760,5.7949,3.6637,506.736,562.432
"6743","ITA",0,1,1,1,2,1,1650,6.0109,2.7892,450.883,451.944
"6744","ITA",0,1,1,1,2,1,1500,7.3649,2.7892,653.718,611.983
"6745","ITA",0,3,1,0,3,1,1450,4.7956,2.7892,222.286,334.338
"6746","ITA",0,2,1,1,3,1,1750,5.2106,4.4814,618.977,570.84
"6747","ITA",1,1,1,0,4,1,1540,7.1594,2.7892,592.8,548.002
"6748","ITA",0,1,1,1,3,1,1680,6.5557,3.9497,545.437,538.753
"6749","ITA",1,1,1,1,3,1,1395,7.5728,4.4814,440.699,481.144
"6750","ITA",1,1,1,1,3,0,1920,7.3137,1.6797,430.252,387.602
"6751","ITA",0,3,1,1,4,1,1595,4.9851,2.7892,621.675,510.584
"6752","ITA",1,2,1,0,3,1,1500,6.7919,2.7892,454.935,444.941
"6753","ITA",0,3,1,1,3,1,2090,4.6614,3.6637,551.592,483.678
"6754","ITA",1,1,1,0,2,1,1350,5.9049,4.4814,514.519,505.958
"6755","ITA",1,1,1,1,3,1,1485,5.8255,2.7892,585.637,598.552
"6756","ITA",0,1,1,1,4,1,1900,6.6214,2.3777,473.513,505.912
"6757","ITA",1,3,1,1,3,1,1700,6.9814,4.4814,513.24,503.594
"6758","ITA",1,1,1,1,2,1,2200,6.2466,2.7892,486.231,501.416
"6759","ITA",0,3,1,1,3,1,1700,4.6325,3.9497,538.995,526.354
"6760","ITA",0,2,1,1,2,1,1870,6.9326,2.7892,539.965,553.481
"6761","ITA",0,3,1,1,2,1,2035,4.3933,2.7892,446.782,425.172
"6762","ITA",1,1,1,1,2,1,1680,7.105,2.3868,574.881,570.805
"6763","ITA",0,2,1,1,2,0,1760,5.8058,2.7892,379.528,400.495
"6764","ITA",1,1,1,1,3,1,1485,6.4356,3.6595,533.733,534.979
"6765","ITA",0,2,1,0,2,1,1600,5.7164,3.9497,509.749,542.623
"6766","ITA",0,1,1,1,3,1,1620,7.5484,2.7892,554.458,530.684
"6767","ITA",0,1,1,1,2,1,2700,5.5464,2.7892,486.186,457.83
"6768","ITA",1,1,0,1,3,1,1485,5.0603,1.8644,451.358,329.536
"6769","ITA",0,1,1,1,4,1,1760,6.0583,3.6637,511.618,466.938
"6770","ITA",1,1,1,1,3,1,1600,5.7359,3.6595,505.183,438.216
"6771","ITA",1,1,1,1,3,1,1500,6.375,4.4814,542.551,564.505
"6772","ITA",1,1,1,1,3,1,1800,6.7561,4.4814,300.461,367.539
"6773","ITA",1,1,1,1,4,1,1620,5.4216,1,589.986,580.821
"6774","ITA",1,1,1,1,3,1,1800,6.2882,4.4814,499.974,537.192
"6775","ITA",0,1,1,1,4,1,1500,6.7621,2.7892,524.175,410.243
"6776","ITA",1,3,1,1,4,1,1760,5.3625,2.7892,591.165,518.505
"6777","ITA",1,3,1,1,3,1,1440,4.8892,4.4814,405.452,416.343
"6778","ITA",1,1,1,1,4,1,1870,5.5738,2.0554,492.955,532.896
"6779","ITA",1,1,1,1,3,1,600,7.6863,2.2621,404.472,390.598
"6780","ITA",1,1,1,1,4,1,960,5.7379,3.9497,334.797,357.275
"6781","ITA",1,1,1,1,3,1,1750,5.6668,2.7892,470.594,433.017
"6782","ITA",0,1,1,1,4,1,1650,7.232,3.6595,703.972,637.876
"6783","ITA",0,3,1,1,2,1,1920,4.71,1.3649,553.41,525.97
"6784","ITA",1,1,1,1,4,1,1650,7.9169,4.4814,572.037,612.526
"6785","ITA",1,3,1,1,2,1,3000,4.5226,2.0529,399.965,421.117
"6786","ITA",0,1,1,1,3,1,2035,7.5358,4.4814,568.104,490.101
"6787","ITA",1,1,1,1,4,1,1760,5.6916,2.7892,521.789,478.483
"6788","ITA",0,1,1,1,2,1,2080,5.5879,4.0832,476.338,498.548
"6789","ITA",0,1,1,1,4,1,1485,7.6253,4.4814,451.758,447.851
"6790","ITA",0,4,0,1,3,1,100,4.6968,2.7892,341.459,284.295
"6791","ITA",0,1,1,1,2,1,1800,6.4245,4.4814,571.547,583.537
"6792","ITA",0,3,0,1,3,1,2080,5.5519,2.7892,537.711,505.443
"6793","ITA",1,3,1,1,3,1,2040,5.05,4.4814,360.166,425.043
"6794","ITA",1,1,1,1,3,1,1920,7.391,4.4814,432.736,459.879
"6795","ITA",0,3,1,1,3,1,1700,5.217,2.7892,540.845,532.988
"6796","ITA",0,1,1,1,4,1,1620,7.2022,4.4814,457.787,445.565
"6797","ITA",1,3,1,1,3,1,1485,4.7229,2.7892,583.495,549.388
"6798","ITA",0,3,1,1,3,1,1980,5.026,3.6595,534.667,516.73
"6799","ITA",1,2,0,1,3,1,2750,6.0355,2.3777,396.497,395.945
"6800","ITA",1,3,1,1,3,1,1485,5.2672,4.4814,573.944,545.942
"6801","ITA",0,3,0,1,4,1,1920,4.3791,2.7892,471.086,371.926
"6802","ITA",1,1,1,1,2,1,1620,5.4016,2.7892,590.083,589.655
"6803","ITA",1,1,1,1,3,1,1680,6.3869,4.4814,602.246,542.718
"6804","ITA",0,2,1,1,3,1,1350,6.8888,4.4814,400.958,380.686
"6805","ITA",1,1,1,1,2,1,575,5.7776,1.6772,217.891,221.083
"6806","ITA",0,3,1,0,4,1,1705,4.8925,1,609.768,623.992
"6807","ITA",1,1,1,1,3,1,2160,5.7605,4.4814,522.885,512.23
"6808","ITA",1,3,1,1,3,1,1260,4.6589,4.4814,412.102,511.358
"6809","ITA",1,1,1,1,3,1,1800,6.3766,4.4814,484.406,516.498
"6810","ITA",0,3,1,1,3,1,2160,4.9027,4.4814,503.911,480.73
"6811","ITA",1,1,1,1,2,0,1620,5.6945,4.4814,365.106,332.632
"6812","ITA",0,3,1,1,4,1,1620,5.75,4.4814,571.075,526.998
"6813","ITA",0,3,0,0,2,1,1750,5.0158,1.5819,485.935,496.61
"6814","ITA",1,1,1,1,2,1,1600,6.474,4.4814,583.417,557.044
"6815","ITA",1,1,1,1,3,1,1650,5.1397,3.6637,537.694,480.073
"6816","ITA",0,3,1,1,3,1,1620,7.0613,2.1495,524.243,507.091
"6817","ITA",1,3,1,1,3,1,1980,5.1963,2.0529,559.127,479.417
"6818","ITA",1,1,1,0,3,1,1870,6.031,1.8621,453.01,411.653
"6819","ITA",0,3,1,1,3,1,1920,4.5988,2.7892,369.793,388.177
"6820","ITA",1,3,1,1,4,1,1980,4.4275,4.4814,343.583,336.283
"6821","ITA",1,1,1,1,2,1,1925,5.6754,2.7892,417.073,450.379
"6822","ITA",0,1,0,1,3,1,1750,5.7775,2.7892,582.318,555.213
"6823","ITA",0,3,1,1,3,1,1740,6.064,4.4814,390.901,437.125
"6824","ITA",0,1,1,0,4,1,1815,6.017,2.7892,558.45,573.364
"6825","ITA",1,1,1,1,3,1,1540,5.4883,3.6637,637.821,621.775
"6826","ITA",1,3,1,1,4,1,1920,4.8082,2.7892,505.844,434.553
"6827","ITA",0,2,0,0,3,1,1650,5.8272,1.8644,635.018,592.319
"6828","ITA",0,2,0,1,2,1,1760,6.0899,4.4814,558.297,550.453
"6829","ITA",1,1,1,1,4,1,1600,5.878,4.4814,446.363,481.046
"6830","ITA",1,1,1,0,3,1,1485,7.2065,4.4814,620.093,578.938
"6831","ITA",1,1,1,1,3,1,1760,6.1788,3.6595,513.63,520.738
"6832","ITA",0,2,1,1,3,1,1815,5.298,2.0529,567.702,529.525
"6833","ITA",0,3,1,1,3,1,1760,4.733,2.7892,446.089,390.338
"6834","ITA",1,1,1,1,4,1,3000,5.4427,2.7892,484.262,471.383
"6835","ITA",0,3,1,1,2,1,2500,4.8259,1.8668,480.027,462.274
"6836","ITA",0,2,1,0,3,1,2255,6.1933,1.8644,465.051,358.034
"6837","ITA",0,4,1,1,2,1,2160,3.8719,3.9497,401.424,420.204
"6838","ITA",0,5,1,1,3,1,1920,4.9493,4.4814,496.127,413.948
"6839","ITA",1,2,1,0,2,1,2035,4.8184,4.4814,629.846,571.044
"6840","ITA",0,4,1,0,1,0,2160,5.899,2.2621,354.253,329.834
"6841","ITA",1,2,1,1,2,1,1620,5.4788,2.7768,540.6,528.933
"6842","ITA",0,3,1,1,3,1,1800,4.5916,2.7892,555.24,491.477
"6843","ITA",1,2,1,0,3,1,1750,5.2167,4.4814,485.705,488.502
"6844","ITA",1,1,0,1,4,1,1440,5.5296,2.7892,367.52,413.441
"6845","ITA",0,2,1,1,3,1,1620,6.6716,3.6595,668.63,558.008
"6846","ITA",1,1,1,0,3,1,1620,5.1457,1.8668,426.466,342.967
"6847","ITA",1,3,1,1,3,1,1800,4.994,2.7892,471.327,457.31
"6848","ITA",0,1,1,1,2,1,1600,5.8825,3.6595,527.053,515.014
"6849","ITA",1,1,1,1,2,1,1800,5.4541,4.4814,502.756,493.235
"6850","ITA",0,3,1,0,3,1,1620,5.0923,4.4814,523.896,441.976
"6851","ITA",1,2,1,1,4,1,1485,7.4955,4.4814,497.063,402.633
"6852","ITA",0,1,1,1,3,1,1215,6.5034,4.4814,572.902,546.857
"6853","ITA",0,3,0,1,3,1,2750,6.1115,2.5183,392.705,425.687
"6854","ITA",1,1,1,1,2,1,1620,6.8643,4.4814,520.211,467.016
"6855","ITA",1,3,1,1,3,1,1760,5.0339,2.7892,568.281,513.28
"6856","ITA",1,3,0,1,3,1,1760,4.126,2.7892,295.166,325.956
"6857","ITA",1,3,0,1,3,0,165,4.7789,4.4814,393.578,329.691
"6858","ITA",0,1,1,0,3,1,2100,6.0124,3.6595,589.405,546.006
"6859","ITA",1,3,1,1,3,1,2145,5.829,3.4451,461.479,405.823
"6860","ITA",1,2,1,1,3,1,1750,5.2431,4.4814,572.804,451.431
"6861","ITA",1,3,1,1,3,1,1485,5.422,2.0554,588.131,551.616
"6862","ITA",0,2,1,1,3,1,1920,6.663,2.7892,526.414,492.259
"6863","ITA",1,2,1,1,3,1,1620,6.1525,3.9497,561.79,579.869
"6864","ITA",1,3,1,0,2,0,1800,4.4255,2.3777,442.786,417.14
"6865","ITA",1,1,1,1,3,1,1250,5.6754,3.9497,453.257,427.915
"6866","ITA",1,2,1,1,2,1,1760,4.988,2.7768,535.242,482.624
"6867","ITA",0,1,1,1,3,1,1620,5.9603,3.6637,699.401,685.918
"6868","ITA",1,2,1,1,4,1,2700,6.2711,2.2621,312.331,376.051
"6869","ITA",0,3,1,1,3,1,1650,5.1477,2.3811,576.482,474.211
"6870","ITA",1,1,1,1,3,1,1620,7.1271,3.9497,514.662,483.32
"6871","ITA",0,3,1,1,3,1,2350,5.3458,2.3811,407.265,416.521
"6872","ITA",1,2,1,1,2,1,2520,6.3324,4.087,466.257,476.665
"6873","ITA",0,1,1,1,3,1,2750,6.6396,2.7892,483.224,494.402
"6874","ITA",1,3,1,1,2,1,1800,4.6211,3.9497,388.157,422.438
"6875","ITA",0,1,1,1,3,1,1800,5.764,4.4814,557.839,569.62
"6876","ITA",0,1,1,1,3,1,1650,5.6234,1.9542,588.726,528.613
"6877","ITA",1,1,1,1,3,1,1650,6.633,4.4814,480.727,528.081
"6878","ITA",0,1,1,1,2,0,1920,5.9386,3.6595,478.835,460.245
"6879","ITA",1,3,1,1,3,1,320,5.7133,3.4584,342.698,361.209
"6880","ITA",0,2,1,0,3,1,1800,6.0952,4.4814,494.051,481.909
"6881","ITA",0,3,1,0,2,1,1920,4.4762,1.9542,525.778,374.288
"6882","ITA",0,1,1,1,2,1,1800,5.595,4.4814,495.35,504.764
"6883","ITA",0,1,1,1,3,1,1350,6.4904,2.2548,629.426,541.98
