"","CNT","Gender","Mothereduc","HmwPC","Books","Cars","IMM","LEARNMINWEEK","ESCS","EMOSUPS","PV10MATH","PV10SCIE"
"18173","ESP",0,1,1,1,3,1,1650,6.4586,2.0529,488.362,450.594
"18174","ESP",1,4,1,1,4,1,1800,6.0352,4.4814,457.943,408.47
"18175","ESP",0,1,1,1,3,1,1500,6.6109,4.4814,615.87,573.338
"18176","ESP",0,1,1,0,3,1,2100,7.1436,2.7892,489.811,510.524
"18177","ESP",1,1,1,1,3,1,1395,6.5409,4.4814,429.383,469.945
"18178","ESP",0,2,1,0,4,1,1650,5.4959,2.7892,418.902,404.444
"18179","ESP",1,1,0,1,2,1,1860,5.8329,4.4814,525.944,541.129
"18180","ESP",1,3,1,1,3,1,770,5.4835,4.4814,423.414,422.252
"18181","ESP",1,2,1,1,2,1,2800,5.9036,1.587,416.282,461.623
"18182","ESP",0,1,1,0,2,1,1500,5.5689,2.7892,631.648,577.669
"18183","ESP",0,1,1,1,2,1,1925,6.8229,4.4814,452.779,497.95
"18184","ESP",0,1,1,1,3,1,1650,6.6751,4.0832,539.629,541.209
"18185","ESP",0,1,1,1,3,1,1650,7.2966,4.4814,710.847,712.899
"18186","ESP",1,3,1,0,3,1,1500,4.0538,2.7892,407.441,408.948
"18187","ESP",1,4,1,1,2,1,1760,5.5628,4.4814,515.836,480.895
"18188","ESP",0,3,1,1,2,1,1650,5.2896,4.4814,386.919,435.818
"18189","ESP",1,3,1,1,2,1,1650,5.65,4.4814,508.758,552.194
"18190","ESP",1,2,1,1,3,1,1900,5.8174,1,383.546,441.074
"18191","ESP",0,1,1,1,3,1,1850,7.0629,4.4814,464.375,461.716
"18192","ESP",0,2,1,1,2,1,1850,5.9571,4.4814,614.767,627.79
"18193","ESP",0,1,1,1,3,1,1450,7.0064,4.4814,651.492,673.302
"18194","ESP",0,2,1,1,2,1,1600,7.0406,4.4814,489.678,436.147
"18195","ESP",1,1,1,1,3,1,1500,6.7868,3.6595,629.45,601.537
"18196","ESP",0,1,1,1,3,1,1650,7.5315,4.4814,566.4,638.305
"18197","ESP",0,2,1,1,3,1,1760,5.9563,3.6595,582.619,518.58
"18198","ESP",0,1,1,1,2,1,1820,5.5979,1.6797,485.397,548.233
"18199","ESP",0,1,1,1,2,1,1600,7.1321,1,577.445,622.211
"18200","ESP",0,1,1,1,3,0,1650,5.6019,2.7892,403.349,454.806
"18201","ESP",0,2,1,1,4,1,1650,5.2499,4.4814,443.173,392.636
"18202","ESP",0,2,1,1,3,1,1650,6.4164,4.4814,605.052,504.227
"18203","ESP",0,4,1,1,4,1,1800,3.8617,3.809,374.608,415.889
"18204","ESP",1,1,1,1,2,1,1650,6.4967,4.4814,625.829,532.944
"18205","ESP",0,1,1,1,3,1,2090,7.472,2.0554,600.312,602.003
"18206","ESP",0,2,1,1,3,1,1650,6.1248,4.4814,555.915,548.571
"18207","ESP",0,1,1,1,3,1,1920,7.2512,2.7892,532.448,526.04
"18208","ESP",1,3,1,1,2,1,1650,3.9697,1.8644,515.499,419.042
"18209","ESP",0,1,1,1,1,1,1760,5.4464,4.4814,518.353,466.236
"18210","ESP",1,1,1,1,2,1,1800,6.703,4.4814,595.636,584.16
"18211","ESP",0,1,1,1,4,0,2475,6.0577,4.4814,400.416,379.488
"18212","ESP",0,3,1,0,1,0,1890,5.0984,2.1521,409.216,475.481
"18213","ESP",1,1,1,1,3,1,1925,7.544,3.6637,570.751,653.501
"18214","ESP",1,3,1,0,2,1,1815,4.6672,2.7892,428.579,384.058
"18215","ESP",0,3,1,1,3,1,1800,7.2914,2.5346,444.374,449.492
"18216","ESP",1,3,1,1,3,1,1650,4.4507,1.8644,470.151,513.278
"18217","ESP",0,3,1,1,2,1,1500,4.5604,2.7892,548.618,474.342
"18218","ESP",1,1,1,1,4,1,1650,7.4871,2.7892,663.699,581.047
"18219","ESP",1,1,1,0,3,1,1595,6.2378,2.7892,608.482,631.429
"18220","ESP",0,1,1,1,2,1,1800,6.7899,2.7892,567.184,457.269
"18221","ESP",0,1,1,1,3,1,1500,6.6413,4.4814,456.493,454.421
"18222","ESP",0,2,1,1,3,1,1650,5.7889,4.4814,586.844,562.228
"18223","ESP",0,1,1,1,3,1,3000,5.651,3.6637,621.578,644.109
"18224","ESP",0,1,1,1,3,1,2275,6.7282,4.4814,552.16,541.143
"18225","ESP",0,1,1,1,2,1,1650,6.2637,2.7768,594.015,538.547
"18226","ESP",1,1,1,0,2,1,1650,5.8341,3.6595,473.579,469.381
"18227","ESP",1,2,1,1,2,1,1600,5.4293,4.4814,548.564,556.463
"18228","ESP",0,1,1,1,4,1,1500,5.1558,2.7892,623.163,573.869
"18229","ESP",1,1,1,1,3,1,1705,6.925,4.4814,592.658,559.501
"18230","ESP",1,3,1,1,4,0,1925,6.7007,2.0554,624.616,624.194
"18231","ESP",1,2,1,0,3,1,1650,5.8614,4.087,408.368,494.859
"18232","ESP",0,1,1,1,3,1,1100,6.9606,2.3811,546.457,504.733
"18233","ESP",0,2,1,1,4,1,1650,6.4026,4.4814,546.82,556.156
"18234","ESP",1,3,1,1,2,1,900,5.4835,2.7892,555.886,451.641
"18235","ESP",1,3,0,1,3,1,1750,4.5292,2.0529,557.645,451.982
"18236","ESP",0,2,1,1,3,1,2365,5.6787,3.9497,344.368,400.446
"18237","ESP",1,1,1,1,2,1,1400,4.8902,4.4814,530.249,532.407
"18238","ESP",1,1,1,1,3,1,1650,7.2579,2.7892,632.75,566.177
"18239","ESP",0,4,1,1,3,1,1760,4.1357,2.3777,514.974,511.49
"18240","ESP",0,1,1,1,3,1,1925,5.9716,4.4814,395.371,314.474
"18241","ESP",0,1,0,1,3,1,1500,5.3739,4.4814,423.913,490.154
"18242","ESP",0,1,1,1,3,1,2250,7.1198,2.0554,506.579,438.447
"18243","ESP",0,1,1,1,4,1,1600,6.4841,2.7892,559.097,554.825
"18244","ESP",1,3,0,0,2,1,2035,5.5365,2.7892,478.296,487.441
"18245","ESP",1,1,0,1,2,1,1500,5.0962,1.8644,423.337,460.289
"18246","ESP",1,3,1,1,2,1,1210,5.0739,4.4814,460.547,562.411
"18247","ESP",0,1,1,0,2,1,2400,6.5929,4.4814,391.193,359.84
"18248","ESP",0,4,1,0,2,1,1650,3.4227,2.7892,559.009,584.843
"18249","ESP",1,3,1,1,2,1,1500,5.6737,2.7892,422.311,427.008
"18250","ESP",0,1,1,1,3,1,1705,6.2542,2.7892,515.98,547.786
"18251","ESP",0,1,1,1,3,1,1650,5.4916,4.0832,494.531,487.875
"18252","ESP",0,1,1,1,3,1,1650,7.0631,1.8668,553.283,573.668
"18253","ESP",0,1,1,0,1,1,1500,5.9848,4.4814,495.058,558.627
"18254","ESP",1,3,1,1,2,1,2200,4.3897,4.4814,425.126,324.05
"18255","ESP",0,1,1,0,2,1,1595,5.0558,1,586.706,587.701
"18256","ESP",0,2,1,1,3,1,1500,5.6793,4.4814,531.151,490.087
"18257","ESP",0,1,1,1,2,1,1600,7.5252,2.7892,537.195,449.653
"18258","ESP",0,3,1,0,4,1,1500,4.7542,1.6772,451.071,380.434
"18259","ESP",0,1,1,1,2,1,1815,7.2923,1.8644,539.799,547.763
"18260","ESP",0,4,1,1,3,1,1100,5.5116,1.8621,536.952,549.381
"18261","ESP",1,1,1,1,3,1,1800,6.2428,2.7892,567.231,577.721
"18262","ESP",0,3,1,1,2,1,1650,5.5115,4.4814,499.296,503.275
"18263","ESP",1,3,1,1,3,1,1870,5.7273,4.4814,425.296,375.228
"18264","ESP",1,4,1,1,2,1,1650,4.1297,2.7892,486.351,511.804
"18265","ESP",1,3,1,1,3,1,1920,4.9117,4.4814,504.102,475.908
"18266","ESP",0,3,1,1,3,1,1760,6.1638,4.4814,528.173,554.18
"18267","ESP",0,1,1,1,4,1,1500,7.0232,2.7892,617.486,515.381
"18268","ESP",1,2,1,1,3,1,1375,6.7189,4.4814,615.928,485.343
"18269","ESP",0,2,1,0,3,1,1550,6.932,3.6595,550.814,503.917
"18270","ESP",0,1,1,1,2,1,1870,7.0793,4.4814,612.643,517.329
"18271","ESP",0,1,1,1,2,1,2310,5.3145,4.4814,546.236,510.909
"18272","ESP",0,1,1,1,3,1,1925,6.7193,2.2548,535.889,544.305
"18273","ESP",1,2,1,1,3,1,1925,5.3999,4.4814,516.509,413.837
"18274","ESP",0,1,1,0,2,0,1600,6.6376,1.8621,474.856,558.174
"18275","ESP",1,1,1,1,3,1,1150,6.3629,2.2621,318.466,379.586
"18276","ESP",1,1,1,1,3,1,1250,6.8775,4.4814,416.602,426.578
"18277","ESP",0,5,0,1,3,0,2000,5.7009,2.2621,431.276,517.716
"18278","ESP",0,3,1,0,3,1,1800,5.7688,2.1495,527.402,467.761
"18279","ESP",1,2,1,1,2,1,1650,5.8715,4.4814,525.585,543.517
"18280","ESP",0,1,1,1,2,1,1550,6.7689,4.4814,513.402,494.333
"18281","ESP",1,3,1,1,4,1,1705,5.1618,2.7892,544.356,499.278
"18282","ESP",1,1,1,1,3,1,1925,7.0752,4.4814,625.891,621.383
"18283","ESP",0,1,1,1,2,1,1800,7.2374,3.6637,595.531,548.715
"18284","ESP",1,4,1,1,3,0,1800,4.4879,3.6595,512.857,471.126
"18285","ESP",1,1,1,1,3,1,700,4.6586,2.7892,457.729,387.191
"18286","ESP",0,3,1,1,4,1,1850,5.7361,1.8644,405.788,401.541
"18287","ESP",1,2,1,1,3,1,1500,5.923,4.4814,528.464,474.427
"18288","ESP",0,1,1,1,4,1,1760,5.6726,3.9497,515.483,445.124
"18289","ESP",0,1,1,0,2,1,1650,5.8631,4.4814,594.814,574.772
"18290","ESP",1,1,1,1,2,1,1760,6.2621,4.4814,546.584,444.049
"18291","ESP",1,1,1,1,3,1,2310,7.3482,3.9497,446.82,391.312
"18292","ESP",0,1,1,1,3,0,1000,6.5159,2.3777,425.031,407.109
"18293","ESP",1,3,1,1,3,1,1500,4.924,3.6595,328.167,386.678
"18294","ESP",0,1,1,0,3,1,1925,5.6587,2.7892,492.792,569.063
"18295","ESP",0,1,1,1,3,1,1500,6.1615,3.6595,547.525,386.83
"18296","ESP",0,1,1,1,3,1,1980,6.5212,4.4814,445.8,382.776
"18297","ESP",1,3,1,1,3,1,1800,4.4368,1,384.006,317.045
"18298","ESP",0,1,1,1,3,1,1485,6.1612,3.9497,567.302,579.917
"18299","ESP",0,1,1,1,1,0,1850,5.4571,2.1548,388.811,444.334
"18300","ESP",0,1,1,1,4,1,3000,7.6338,2.7892,483.632,468.922
"18301","ESP",0,1,1,1,2,1,1980,7.0072,3.6637,638.974,614.549
"18302","ESP",1,3,1,1,3,1,1650,4.5339,4.4814,397.865,366.796
"18303","ESP",1,3,1,0,2,1,1500,5.4506,2.7892,463.971,336.165
"18304","ESP",1,3,1,1,2,1,1925,5.7562,3.9497,571.788,585.604
"18305","ESP",0,1,1,0,3,1,1650,6.7011,1.8644,608.334,577.909
"18306","ESP",0,2,1,0,3,1,1760,6.1924,3.6595,496.529,499.89
"18307","ESP",1,1,1,0,3,1,1650,6.661,2.7892,453.2,516.282
"18308","ESP",1,2,1,1,2,1,1800,5.3588,2.7892,570.623,559.962
"18309","ESP",0,1,1,1,3,1,1650,6.8473,4.4814,576.484,588.57
"18310","ESP",1,1,1,0,3,1,1800,5.2209,2.3777,500.414,549.373
"18311","ESP",0,1,1,0,4,1,1815,5.7046,1.8668,506.663,500.996
"18312","ESP",0,1,1,1,3,1,2025,7.8166,4.4814,618.977,583.558
"18313","ESP",1,1,1,1,2,1,1800,7.0893,4.4814,652.267,492.956
"18314","ESP",1,2,1,0,3,0,2925,7.2492,3.6595,640.179,587.625
"18315","ESP",0,2,1,1,3,1,2160,6.9112,4.4814,582.07,639.609
"18316","ESP",1,2,1,1,3,1,1500,5.688,1.8644,504.409,504.577
"18317","ESP",0,3,1,1,4,1,1920,5.5575,4.4814,379.61,408.356
"18318","ESP",1,1,1,1,3,1,1600,7.0093,4.4814,529.045,507.908
"18319","ESP",1,1,1,1,1,1,1500,6.6485,3.6637,538.212,605.602
"18320","ESP",0,1,1,1,3,1,1800,6.8125,4.087,655.386,567.661
"18321","ESP",1,1,1,1,3,1,1540,6.8125,4.4814,548.18,625.416
"18322","ESP",1,1,1,1,3,1,1750,5.236,4.4814,505.589,514.156
"18323","ESP",1,1,1,1,3,1,1980,6.6525,4.4814,549.263,535.055
"18324","ESP",0,1,1,1,3,1,1870,5.7464,4.4814,608.335,541.95
"18325","ESP",1,1,1,1,2,1,1950,6.9625,3.9497,496.427,476.766
"18326","ESP",0,1,1,1,3,1,1650,7.0917,4.4814,544.431,452.187
"18327","ESP",1,1,1,1,3,1,2000,7.0292,4.4814,396.756,447.268
"18328","ESP",0,5,1,1,2,0,1760,3.3396,2.5346,369.148,446.448
"18329","ESP",0,2,1,1,3,1,1500,5.766,2.7892,569.128,595.699
"18330","ESP",1,1,1,1,2,1,1925,6.2305,2.0554,457.445,468.662
"18331","ESP",0,1,1,1,2,1,1550,6.2958,3.9497,546.378,487.84
"18332","ESP",0,1,1,1,2,1,1650,6.6686,4.4814,678.753,606.403
"18333","ESP",0,2,1,1,4,1,1650,7.1508,2.2621,550.439,615.317
"18334","ESP",1,3,1,1,3,1,825,5.4541,4.4814,458.382,460.812
"18335","ESP",0,1,1,1,2,1,2100,7.653,4.4814,557.681,505.807
"18336","ESP",1,1,1,1,3,1,1800,6.5368,4.4814,593.75,589.121
"18337","ESP",0,3,1,1,3,1,1860,6.478,4.4814,348.084,399.253
"18338","ESP",1,3,1,1,3,1,1500,5.6806,2.3777,427.064,564.854
"18339","ESP",1,1,1,1,3,1,1650,6.7603,4.4814,465.963,449.47
"18340","ESP",1,1,1,0,3,1,1800,6.197,2.3777,583.887,522.133
"18341","ESP",0,4,0,1,3,1,1650,4.721,1.3649,533.101,571.227
"18342","ESP",1,3,1,1,4,1,1650,5.2168,4.4814,404.189,441.069
"18343","ESP",1,1,1,1,2,1,1125,5.3346,2.7892,501.951,470.808
"18344","ESP",0,3,0,0,1,0,1800,3.8236,2.7892,504.196,536.446
"18345","ESP",1,1,1,1,2,1,2200,5.197,4.4814,479.603,485.609
"18346","ESP",1,3,1,0,3,1,1500,5.6661,1.9542,391.273,413.673
"18347","ESP",1,4,1,1,4,1,2310,7.017,1,530.482,558.755
"18348","ESP",1,3,1,0,2,1,600,4.871,2.3777,511.789,459.411
"18349","ESP",1,1,1,0,3,1,1650,6.0826,2.1521,530.893,486.2
"18350","ESP",0,3,0,0,1,1,1760,4.2698,1.8644,423.877,567.944
"18351","ESP",1,1,1,1,4,1,2800,7.5587,2.7892,494.147,459.384
"18352","ESP",0,1,1,1,3,1,1600,7.3384,1,573.542,497.897
"18353","ESP",0,1,1,1,2,1,2750,6.5896,1.8644,418.142,485.795
"18354","ESP",1,4,1,1,4,1,1925,4.167,2.0529,462.888,491.111
"18355","ESP",0,4,1,1,3,1,1650,6.3439,4.4814,605.17,555.739
"18356","ESP",1,1,1,1,2,1,1650,6.3523,4.4814,379.454,431.504
"18357","ESP",0,1,1,1,3,1,1650,6.9602,4.087,492.299,515.636
"18358","ESP",1,1,1,0,3,1,2400,7.0815,2.0554,497.838,500.551
"18359","ESP",0,1,1,1,3,1,1760,7.056,2.7892,542.333,615.65
"18360","ESP",1,3,1,1,3,1,1500,6.5757,2.3811,539.322,577.151
"18361","ESP",1,1,1,1,3,1,1925,6.3728,2.7892,390.342,437.796
"18362","ESP",1,2,0,1,3,1,1650,5.3606,2.3811,482.433,429.49
"18363","ESP",1,3,1,1,3,1,1320,5.543,4.4814,486.105,524.559
"18364","ESP",0,1,1,1,2,1,1650,6.1183,4.4814,560.061,513.563
"18365","ESP",1,1,1,0,3,1,1750,7.1366,2.7892,506.557,526.794
"18366","ESP",1,2,1,1,3,1,2380,5.274,4.4814,432.246,536.914
"18367","ESP",0,1,1,1,2,1,1500,5.4777,4.4814,562.788,475.58
"18368","ESP",0,2,1,1,3,1,1550,6.5785,4.0832,441.434,528.39
"18369","ESP",0,1,0,1,2,1,1815,5.7923,4.4814,618.273,495.997
"18370","ESP",1,1,1,1,2,1,1650,6.9449,1.8668,565.75,564.7
"18371","ESP",0,4,1,0,2,1,1350,4.3178,1.5844,462.415,445.476
"18372","ESP",1,2,1,1,2,1,1300,6.2996,4.087,599.442,551.653
"18373","ESP",0,1,1,0,3,1,1650,6.6205,2.2651,565.628,562.648
"18374","ESP",0,1,1,1,3,1,2400,6.4051,3.809,622.32,487.677
"18375","ESP",0,1,1,1,1,1,825,6.5377,1,422.327,485.321
"18376","ESP",1,1,1,1,4,1,1650,6.0167,4.4814,459.808,550.375
"18377","ESP",0,1,1,1,2,1,2475,5.7716,2.7892,512.157,552.742
"18378","ESP",1,1,1,1,4,1,1000,5.6409,4.4814,319.573,417.174
"18379","ESP",1,2,1,1,3,1,2200,6.5242,4.0832,538.507,453.202
"18380","ESP",0,2,1,1,3,1,2420,5.3967,2.7892,536.704,529.022
"18381","ESP",0,3,1,1,3,1,1650,6.4114,2.7892,525.678,433.59
"18382","ESP",0,2,1,1,3,1,1350,6.1933,4.4814,504.7,606.203
"18383","ESP",1,2,1,1,3,1,1980,6.4278,4.0832,603.781,543.025
"18384","ESP",0,1,1,1,4,1,1760,6.9831,4.4814,634.88,636.663
"18385","ESP",1,3,0,0,2,1,1650,3.7595,2.5226,450.868,365.075
"18386","ESP",0,1,1,1,2,1,2070,5.3099,4.4814,554.564,433.431
"18387","ESP",1,1,1,0,3,1,2250,5.9389,4.4814,548.432,611.452
"18388","ESP",0,2,1,1,3,1,1815,5.5199,4.4814,469.251,428.13
"18389","ESP",1,1,1,1,2,1,2200,6.7081,4.4814,329.98,327.818
"18390","ESP",1,5,1,1,2,1,1870,4.0092,4.4814,444.847,402.098
"18391","ESP",0,4,1,1,3,1,1650,4.8883,2.3777,652.666,589.188
"18392","ESP",1,1,1,0,3,1,1500,5.6157,2.7892,594.376,590.621
"18393","ESP",0,3,1,1,2,1,1870,6.3416,4.4814,516.639,502.545
"18394","ESP",1,1,1,1,3,1,1650,7.0597,4.4814,550.364,544.868
"18395","ESP",0,3,1,0,3,1,2255,6.0264,2.7892,438.585,381.913
"18396","ESP",1,2,1,1,3,1,1100,5.8384,4.4814,381.194,328.485
"18397","ESP",1,4,1,1,3,1,1650,6.1908,4.4814,525.861,676.922
"18398","ESP",1,2,1,0,2,1,1500,6.8617,4.4814,668.004,540.177
"18399","ESP",1,2,1,1,2,1,1800,5.6582,2.3811,417.208,432.699
"18400","ESP",0,3,1,1,3,1,1500,5.7232,4.4814,533.509,589.366
"18401","ESP",0,2,1,0,2,0,1650,5.9251,1.8644,518.959,431.956
"18402","ESP",0,2,1,1,4,1,1500,6.3268,4.4814,502.27,549.431
"18403","ESP",0,3,1,1,3,1,1260,6.9502,4.4814,510.376,497.132
"18404","ESP",0,1,1,1,3,1,1800,7.5124,4.4814,403.322,448.147
"18405","ESP",0,2,1,1,3,1,1650,6.151,3.8054,548.971,483.709
"18406","ESP",0,1,1,1,2,0,1650,6.7115,4.4814,546.073,679.302
"18407","ESP",0,3,1,1,3,1,1650,5.3261,4.4814,388.102,448.019
"18408","ESP",1,1,1,1,4,1,1100,5.6633,1.8644,488.73,499.124
"18409","ESP",0,1,1,1,4,1,1650,7.9398,4.4814,703.459,637.006
"18410","ESP",0,3,1,0,2,1,2310,4.6434,2.1521,472.076,487.178
"18411","ESP",0,3,1,1,3,1,1650,4.2153,2.3811,474.82,470.637
"18412","ESP",0,1,0,0,3,1,1800,6.0967,3.6637,569.076,585.541
"18413","ESP",0,1,0,1,2,1,1650,5.2514,2.7892,593.617,611.261
"18414","ESP",0,2,0,1,3,1,2475,6.7222,3.6595,416.048,498.356
"18415","ESP",1,1,1,1,4,1,1550,7.173,3.9497,566.728,562.784
"18416","ESP",0,1,1,1,3,1,1600,5.8959,4.4814,748.044,759.641
"18417","ESP",0,1,1,1,4,1,1650,6.9525,4.4814,599.217,511.521
"18418","ESP",1,1,1,1,3,0,1200,5.4021,2.7892,478.745,492.886
"18419","ESP",0,1,1,1,4,1,2520,6.5145,4.4814,399.984,340.434
"18420","ESP",0,3,1,1,3,1,2365,5.9556,4.4814,640.837,635.527
"18421","ESP",0,1,1,1,2,1,1500,5.7838,4.4814,574.237,509.08
"18422","ESP",0,1,1,0,3,1,1800,5.7623,3.6595,532.711,639.255
"18423","ESP",1,2,1,1,2,1,1925,6.2346,2.7892,426.571,472.286
"18424","ESP",0,1,1,0,2,1,1650,4.978,4.4814,568.219,570.5
"18425","ESP",1,1,1,0,4,1,2805,5.2007,1,602.229,567.616
"18426","ESP",1,3,1,1,2,0,720,4.4079,2.7892,424.348,452.306
"18427","ESP",1,1,1,1,3,0,1650,7.1007,2.7892,430.841,413.88
"18428","ESP",0,3,0,0,4,1,2940,4.7427,3.9497,486.664,424.158
"18429","ESP",1,1,1,1,3,1,1540,7.741,2.7892,535.672,627.631
"18430","ESP",1,3,1,0,2,1,1800,4.5174,2.7892,512.361,593.593
"18431","ESP",1,1,1,1,2,1,1500,6.8882,2.7892,643.581,633.474
"18432","ESP",0,1,1,1,3,1,1650,5.5347,3.809,553.339,573.539
"18433","ESP",1,3,1,1,1,1,1155,5.4418,4.4814,528.641,484.219
"18434","ESP",0,3,1,1,2,1,1500,6.2464,4.4814,402.228,407.592
"18435","ESP",1,1,1,1,2,0,1575,6.9566,3.9497,525.184,616.089
"18436","ESP",1,1,1,1,3,1,1485,7.0244,4.4814,461.075,437.004
"18437","ESP",1,3,1,0,2,1,1920,5.8988,2.7892,476.78,487.589
"18438","ESP",0,3,1,1,2,1,1950,5.0534,2.3811,397.972,458.282
"18439","ESP",0,1,1,1,3,1,1705,5.2973,4.4814,335.234,329.085
"18440","ESP",1,1,1,0,3,1,1870,7.1652,2.7892,588.859,544.914
"18441","ESP",0,3,1,1,3,1,1600,5.1846,4.4814,515.477,470.938
"18442","ESP",0,4,1,0,2,1,1500,6.3739,2.3777,703.452,543.727
"18443","ESP",1,2,1,1,3,1,1650,5.7049,1.8668,375.888,396.371
"18444","ESP",1,4,1,1,3,1,1080,4.1406,4.4814,534.32,410.907
"18445","ESP",1,1,1,1,4,1,1760,7.94,4.4814,560.336,623.839
"18446","ESP",0,1,0,0,1,0,350,5.3941,4.4814,363.645,436.577
"18447","ESP",1,1,1,0,2,1,1650,6.4999,2.0554,570.761,541.03
"18448","ESP",1,2,1,1,1,1,1600,6.4021,4.4814,408.467,374.26
"18449","ESP",1,1,1,1,2,0,2035,6.8696,2.7892,513.424,480.437
"18450","ESP",1,3,1,0,4,1,1650,4.8531,4.4814,486.485,442.288
"18451","ESP",1,1,1,1,3,1,1600,6.4777,4.4814,553.498,630.286
"18452","ESP",0,1,1,0,3,1,1500,5.4613,4.0832,558.904,517.391
"18453","ESP",0,1,0,0,2,1,1500,5.7179,2.3811,554.552,541.978
"18454","ESP",0,1,1,1,2,1,1650,6.1608,4.4814,506.45,454.364
"18455","ESP",1,2,1,1,3,1,1705,6.8033,3.6637,643.21,676.207
"18456","ESP",1,1,1,1,3,1,1100,7.2291,4.4814,494.279,488.985
"18457","ESP",1,1,1,1,4,1,2310,7.3946,4.0832,413.589,401.022
"18458","ESP",1,3,1,1,2,1,1650,5.5122,4.4814,447.543,538.316
"18459","ESP",1,1,1,1,3,1,1925,6.7012,4.4814,438.708,506.069
"18460","ESP",0,2,1,1,3,1,1650,7.0242,2.3811,543.373,646.169
"18461","ESP",1,1,1,1,2,1,2450,6.5879,1.4781,516.348,444.729
"18462","ESP",1,1,0,1,4,1,1045,5.5515,3.9497,477.645,535.208
"18463","ESP",0,3,0,0,2,1,1925,5.0292,4.4814,420.383,504.409
"18464","ESP",0,1,1,0,2,1,1650,6.4318,4.4814,573.915,554.094
"18465","ESP",0,1,1,1,4,1,2310,7.5296,4.4814,624.905,525.478
"18466","ESP",0,3,1,1,3,1,2090,4.9701,3.6595,537.683,466.067
"18467","ESP",1,1,1,1,3,0,900,6.2389,4.4814,354.924,383.644
"18468","ESP",1,3,1,1,2,1,1500,4.9757,4.4814,560.275,559.122
"18469","ESP",0,1,1,1,3,1,1500,7.3733,2.3811,556.478,528.277
"18470","ESP",0,3,1,0,2,1,1920,3.9955,4.4814,412.621,373.661
"18471","ESP",1,2,1,1,2,1,1550,6.2479,4.4814,519.627,537.711
"18472","ESP",1,2,1,0,2,1,2700,5.9149,4.4814,497.087,619.968
"18473","ESP",1,3,1,1,3,1,1980,5.0641,4.4814,345.047,500.76
"18474","ESP",0,4,1,0,3,1,1650,4.0324,1,319.752,353.073
"18475","ESP",1,1,1,1,2,1,1650,7.0493,3.6595,577.116,558.438
"18476","ESP",0,1,1,1,3,1,1500,6.8664,4.4814,653.592,489.28
"18477","ESP",1,1,1,1,4,1,1650,5.8676,4.4814,495.999,505.345
"18478","ESP",0,1,1,1,3,1,1575,6.9678,4.4814,637.663,612.6
"18479","ESP",0,1,1,1,1,1,1705,4.3808,4.0832,483.717,362.768
"18480","ESP",0,3,1,1,2,1,2025,5.3903,4.4814,380.603,328.693
"18481","ESP",0,1,1,1,3,1,2805,7.5071,2.7892,595.492,530.236
"18482","ESP",1,2,1,1,3,1,1800,6.2679,2.0554,462.129,576.035
"18483","ESP",0,2,1,0,2,1,1760,5.8741,3.6637,429.278,388.175
"18484","ESP",1,2,1,1,3,1,1850,5.8411,4.4814,420.771,445.881
"18485","ESP",0,1,1,1,1,1,1760,6.2513,4.087,554.324,496.721
"18486","ESP",0,1,1,1,3,1,1650,6.9255,4.4814,605.631,483.317
"18487","ESP",0,1,1,1,2,1,1800,5.6888,1.7757,559.155,622.822
"18488","ESP",0,1,1,1,3,1,2520,7.5194,4.4814,669.659,566.154
"18489","ESP",0,1,1,0,3,0,1200,6.4393,4.4814,373.013,425.097
"18490","ESP",0,3,1,1,2,1,1350,5.6536,4.4814,346.618,354.387
"18491","ESP",1,2,1,1,3,1,1705,6.3214,4.4814,553.418,467.62
"18492","ESP",1,1,1,1,2,1,1650,6.3052,4.0832,495.36,522.288
"18493","ESP",0,5,1,0,4,0,1350,4.4746,2.7892,525.244,553.255
"18494","ESP",0,3,1,1,4,1,1840,6.9978,1.7757,444.35,441.303
"18495","ESP",0,1,1,1,4,1,1800,5.5128,2.7892,591.907,572.914
"18496","ESP",1,4,1,1,3,1,1800,4.6932,4.4814,541.361,534.623
"18497","ESP",0,1,1,1,3,1,2940,6.9287,1,573.811,578.814
"18498","ESP",0,3,1,1,2,1,440,4.3929,2.7892,510.133,433.083
"18499","ESP",0,1,1,1,2,1,1650,6.9511,3.9497,610.594,581.546
"18500","ESP",1,3,1,1,2,1,1500,4.4921,4.4814,419.554,506.857
"18501","ESP",1,1,1,0,2,1,1650,5.6113,1.8644,529.283,465.753
"18502","ESP",1,1,0,0,2,1,1650,4.6985,2.1521,492.843,469.289
"18503","ESP",0,1,1,1,3,1,1430,7.9248,3.9497,524.76,503.377
"18504","ESP",1,2,1,1,3,1,1925,6.3875,4.4814,457.859,478.15
"18505","ESP",1,5,1,1,2,0,1500,3.3198,4.4814,418.723,333.194
"18506","ESP",0,4,1,1,2,1,1650,4.8415,4.4814,368.812,469.164
"18507","ESP",0,3,1,1,4,1,1900,4.3,1.6797,460.389,474.556
"18508","ESP",1,1,1,1,2,1,1925,6.7806,2.7892,520.22,455.55
"18509","ESP",1,1,1,1,4,1,750,6.5401,2.7892,402.967,464.711
"18510","ESP",1,1,1,0,4,1,1680,7.1309,2.0529,574.914,534.013
"18511","ESP",1,1,1,1,3,1,1800,7.2286,4.4814,490.544,536.922
"18512","ESP",1,1,1,0,1,1,1750,6.0019,2.1563,555.602,566.701
"18513","ESP",1,1,1,1,2,1,1650,5.7642,1,447.746,498.353
